ref_id,block_id,field_name,match_type,context_snippet,is_risk
cea2d6159e8b990fa1ea241595805082,2fba6a83c7201a7cacccc1ced48c399c,tickets_last_30_days,var_alias (catalog_item),catalog_item.tickets_last_30_days,False
b008351306c0e05137797dd9eb967b3f,2fba6a83c7201a7cacccc1ced48c399c,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
2c75a26bad4e45f198d3d89604f389c8,2fba6a83c7201a7cacccc1ced48c399c,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
2c75a26bad4e45f198d3d89604f389c8,2fba6a83c7201a7cacccc1ced48c399c,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
c7ac830e0309dfc0df982cdfd266f7b7,598044ce86a77c5a488349be5a5e1157,churn_date,var_alias (catalog_item),catalog_item.churn_date,False
6cf4c61583738b587a8f409090d44d05,598044ce86a77c5a488349be5a5e1157,oo_first_order_date,var_alias (catalog_item),catalog_item.oo_first_order_date,False
7310497a8025b32c6bd71063c956b252,7f6c80f39d4e55859a3cb91a1f76fd0f,churn_date,var_alias (catalog_item),catalog_item.churn_date,False
91680c9b5dd986359387f8ec847df786,e37121efc9ab2f6409cf27e7659f3d16,churn_date,var_alias (catalog_item),catalog_item.churn_date,False
2cf5f7f71eef15cb9e91c9d2d06c77ff,e37121efc9ab2f6409cf27e7659f3d16,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
fb0bce77b38dd9ce5ba6923622ef347f,d242fdc6e921d41d18accd3f20a8080e,toast_websites_activation_date,var_alias (catalog_item),catalog_item.toast_websites_activation_date,False
731944193b94b48e13bf3e4a491038e8,645715377602dac496b85dd80708fafa,tickets_last_30_days,var_alias (catalog_item),catalog_item.tickets_last_30_days,False
4853854d02e779d4f2282a691ca74367,645715377602dac496b85dd80708fafa,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
bc81a4781939d1c258f06e47e89d4efd,645715377602dac496b85dd80708fafa,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
058ea36360abfc94669a37e30a0ae08f,582f7e198d1e5668b207888582a7afb6,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
058ea36360abfc94669a37e30a0ae08f,582f7e198d1e5668b207888582a7afb6,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
38d9fd7d0eecbdae2abee73fe13e1f51,582f7e198d1e5668b207888582a7afb6,tickets_last_30_days,var_alias (catalog_item),catalog_item.tickets_last_30_days,False
ba2dd0b0827bb47b766e599e987c2a9b,582f7e198d1e5668b207888582a7afb6,business_unit,var_alias (catalog_item),catalog_item.business_unit,False
9ed7a3477928f85b0d6d18d7fc8d071f,582f7e198d1e5668b207888582a7afb6,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
058ea36360abfc94669a37e30a0ae08f,582f7e198d1e5668b207888582a7afb6,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
d5fdaab96d6e7a1eac1ac5790386239b,582f7e198d1e5668b207888582a7afb6,country_code,var_alias (catalog_item),catalog_item.country_code,False
1ffd575d1dea010db62e53774f8c7212,fb932bd845c2ee8c5376a0ee8baa7b74,location_guid,where_clause,"where: ""location_guid""",True
1ffd575d1dea010db62e53774f8c7212,fb932bd845c2ee8c5376a0ee8baa7b74,location_guid,where_clause,"where: ""location_guid""",True
723bf18e4f32003f8e1746465e92ec47,fb932bd845c2ee8c5376a0ee8baa7b74,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
723bf18e4f32003f8e1746465e92ec47,fb932bd845c2ee8c5376a0ee8baa7b74,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
